target_formula,precursor_formulas
Sr3Tb0.90Eu0.10(PO4)3,"[['SrCO3', 'Tb4O7', 'NH4H2PO4', 'Eu2O3'], ['SrCO3', 'Tb4O7', 'NH4H2PO4', 'Eu2O3'], ['SrCO3', 'Tb4O7', 'NH4H2PO4', 'Eu2O3'], ['SrCO3', 'Tb4O7', 'NH4H2PO4', 'Eu2O3']]"
Sr3Ti2O7,"[['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['TiO2', 'SrCO3']]"
Sr3WO6,"[['SrCO3', 'WO3']]"
Sr3Y0.99Tb0.01(PO4)3,"[['SrCO3', 'Y2O3', 'Tb4O7', 'NH4H2PO4'], ['SrCO3', 'Y2O3', 'Tb4O7', 'NH4H2PO4'], ['SrCO3', 'Y2O3', 'Tb4O7', 'NH4H2PO4'], ['SrCO3', 'Y2O3', 'Tb4O7', 'NH4H2PO4']]"
Sr3Y2(BO3)4,"[['SrCO3', 'Y2O3', 'B2O3']]"
Sr3YCo4O10.5,"[['SrCO3', 'Y2O3', 'Co3O4']]"
Sr4(Sr1.92Ta2.08)O11.12,"[['SrCO3', 'Ta2O5']]"
Sr4(Sr2Nb2)O11,"[['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5']]"
Sr4(Sr2Ta2)O11,"[['SrCO3', 'Ta2O5']]"
Sr4(Te3O8)Cl4,"[['SrO', 'SrCl2', 'TeO2']]"
Sr4Al14O25,"[['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3']]"
Sr4AlNbO8,"[['SrCO3', 'Nb2O5', 'Al2O3']]"
Sr4CuMn2O9,"[['SrCO3', 'CuO', 'MnO2'], ['SrCO3', 'CuO', 'MnO2']]"
Sr4Fe2O6CO3,"[['SrCO3', 'Fe2O3']]"
Sr4Fe5.6Ti0.4O13.2,"[['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3']]"
Sr4Fe6O12,"[['SrO', 'Fe2O3']]"
Sr4Fe6O13,"[['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3']]"
Sr4FeMoO8,"[['SrCO3', 'MoO3', 'Fe2O3'], ['SrCO3', 'MoO3', 'Fe2O3']]"
Sr4FeTaO8,"[['SrCO3', 'Ta2O5', 'Fe2O3']]"
Sr4Ir3O10,"[['SrCO3', 'Ir']]"
Sr4IrO6,"[['SrCO3', 'Ir']]"
Sr4LaTiNb3O15,"[['SrCO3', 'Nb2O5', 'TiO2', 'La2O3']]"
Sr4Mn2.8Cr0.2O10,"[['SrCO3', 'Mn2O3', 'Cr(NO3)2']]"
Sr4Mn2CoO9,"[['SrCO3', 'MnO2', 'Co3O4']]"
Sr4Mn2FeO10,"[['SrCO3', 'Fe2O3', 'MnO2']]"
Sr4Mn2NiO9,"[['SrCO3', 'Mn2O3', 'NiO'], ['SrCO3', 'Mn2O3', 'NiO']]"
Sr4Mn3O10,"[['SrCO3', 'Mn2O3']]"
Sr4PtO6,"[['Pt', 'SrCO3']]"
Sr4Ru3O10,"[['SrO', 'RuO2'], ['SrO', 'RuO2']]"
Sr4ZnMn2O9,"[['SrCO3', 'ZnO', 'MnO2'], ['SrCO3', 'ZnO', 'MnO2']]"
Sr5(PO4)2SiO4,"[['SrCO3', 'SiO2', 'NH4H2PO4']]"
Sr5.92Ta2.08O11.12,"[['SrCO3', 'Ta2O5']]"
Sr5LaTi2Nb3O18,"[['Nb2O5', 'TiO2', 'La2O3', 'SrCO3']]"
Sr5LaTi3Nb7O30,"[['SrCO3', 'La2O3', 'Nb2O5', 'TiO2'], ['SrCO3', 'La2O3', 'Nb2O5', 'TiO2']]"
Sr5NdTi3Nb7O30,"[['SrCO3', 'Nd2O3', 'Nb2O5', 'TiO2'], ['SrCO3', 'Nd2O3', 'Nb2O5', 'TiO2']]"
Sr5Ni4O11,"[['SrCO3', 'NiO']]"
Sr5SmTi3Nb7O30,"[['SrCO3', 'Nb2O5', 'Sm2O3', 'TiO2'], ['SrCO3', 'Nb2O5', 'Sm2O3', 'TiO2']]"
Sr6CeGa(BO3)6,"[['SrCO3', 'CeO2', 'Ga2O3', 'H3BO3']]"
Sr6Co5O15,"[['SrCO3', 'Co3O4']]"
Sr6Co5O16,"[['SrCO3', 'Co3O4']]"
Sr6Ta2O11,"[['SrCO3', 'Ta2O5'], ['SrCO3', 'Ta2O5'], ['SrCO3', 'Ta2O5'], ['SrCO3', 'Ta2O5']]"
Sr6V2O11,"[['SrCO3', 'V2O5']]"
Sr7La3((PO4)2.5(SiO4)3(BO4)0.5)(BO2),"[['SrCO3', 'La2O3', 'SiO2', '(NH4)2HPO4', 'H3BO3']]"
Sr7Mn4O15,"[['SrCO3', 'Mn2O3'], ['SrCO3', 'Mn2O3']]"
Sr8Si4O12Cl8,"[['SrCO3', 'SrCl2', 'SiO2']]"
Sr9Ni7O21,"[['SrCO3', 'NiO']]"
SrAl1.5Fe0.5O4,"[['SrCO3', 'Al2O3', 'Fe2O3']]"
SrAl2O4,"[['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3'], ['Al2O3', 'SrCO3'], ['Al(NO3)3', 'Sr(NO3)2'], ['Al2O3', 'SrCO3'], ['SrCO3', 'Al(OH)3'], ['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3'], ['SrCO3', 'Al2O3']]"
SrAl2Si2O8,"[['SrCO3', 'Al2O3']]"
SrAl4O7,"[['SrCO3', 'Al(NO3)3']]"
SrAuSi3,"[['Au', 'Si', 'SrSi2']]"
SrB2Si2O8,"[['SrCO3', 'SiO2', 'H3BO3']]"
SrBi2(Nb0.25Ta0.75)2O9,"[['Ta2O5', 'Nb2O5', 'SrCO3', 'Bi2O3']]"
SrBi2(Nb0.5Ta0.5)2O9,"[['SrCO3', 'Ta2O5', 'Nb2O5', 'Bi2O3']]"
SrBi2(V0.1Nb0.9)2O9,"[['Nb2O5', 'V2O5', 'Bi2O3', 'SrO'], ['Nb2O5', 'V2O5', 'Bi2O3', 'SrO']]"
SrBi2B2O7,"[['SrCO3', 'Bi2O3', 'B2O3']]"
SrBi2B4O10,"[['SrCO3', 'Bi2O3', 'H3BO3']]"
SrBi2Nb2O9,"[['SrCO3', 'Bi2O3', 'Nb2O5'], ['SrCO3', 'Bi2O3', 'Nb2O5'], ['Nb2O5', 'Bi2O3', 'SrO'], ['Nb2O5', 'Bi2O3', 'SrO'], ['SrCO3', 'Nb2O5', 'Bi2O3'], ['SrCO3', 'Nb2O5', 'Bi2O3'], ['SrCO3', 'Bi2O3', 'Nb2O5'], ['SrCO3', 'Nb2O5', 'Bi2O3'], ['SrCO3', 'Nb2O5', 'Bi2O3'], ['SrCO3', 'Nb2O5', 'Bi2O3']]"
SrBi2O4,"[['SrCO3', 'Bi2O3']]"
SrBi2Ta2O9,"[['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Bi2O3', 'Ta2O5'], ['SrCO3', 'Bi2O3', 'Ta2O5'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['Ta2O5', 'Bi2O3', 'Sr(NO3)2'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'BiTaO4'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Bi2O3', 'Ta2O5'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3'], ['SrCO3', 'Ta2O5', 'Bi2O3']]"
SrBi2TaNbO9,"[['SrCO3', 'Ta2O5', 'Nb2O5', 'Bi2O3']]"
SrBi4Ti4O1,"[['TiO2', 'Bi2O3', 'SrCO3']]"
SrBi4Ti4O15,"[['SrCO3', 'Bi2O3', 'TiO2'], ['SrCO3', 'Bi2O3', 'TiO2'], ['SrCO3', 'TiO2', 'Bi2O3'], ['SrCO3', 'TiO2', 'Bi2O3']]"
SrBiO2.5,"[['SrCO3', 'Bi2O3']]"
SrCdB2O5,"[['CdO', 'Sr(NO3)2', 'H3BO3'], ['CdO', 'Sr(NO3)2', 'H3BO3']]"
SrCe0.7Zr0.2Eu0.1O3,"[['SrCO3', 'CeO2', 'Eu2O3', 'ZrO2']]"
SrCe0.8Zr0.2O3,"[['SrCO3', 'CeO2', 'ZrO2']]"
SrCe0.95Eu0.05O3,"[['SrCO3', 'CeO2', 'Eu2O3'], ['SrCO3', 'CeO2', 'Eu2O3'], ['SrCO3', 'CeO2', 'Eu2O3']]"
SrCe0.95Nd0.05O3,"[['SrCO3', 'Nd2O3', 'CeO2']]"
SrCe0.95Sm0.05O3,"[['SrCO3', 'Sm2O3', 'CeO2']]"
SrCe0.95Tb0.05O3,"[['Ce(NO3)3', 'Tb(NO3)3', 'Sr(NO3)2']]"
SrCe0.95Y0.05O3,"[['SrCO3', 'Y2O3', 'CeO'], ['CeO2', 'SrCO3', 'Y2O3']]"
SrCe0.95Yb0.05O3,"[['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3'], ['SrCO3', 'CeO2', 'Yb2O3']]"
SrCe0.9Eu0.1O3,"[['SrCO3', 'CeO2', 'Eu2O3']]"
SrCe0.9Y0.1O3,"[['SrCO3', 'CeO2', 'Y2O3']]"
SrCeO3,"[['CeO2', 'SrCO3'], ['SrCO3', 'CeO2'], ['SrCO3', 'CeO2'], ['SrCO3', 'CeO2'], ['SrCO3', 'CeO2'], ['SrCO3', 'CeO2']]"
SrCo0.4Fe0.5Zr0.1O3,"[['SrCO3', 'Fe2O3', 'Co2O3', 'ZrO2'], ['SrCO3', 'Co2O3', 'ZrO2', 'Fe2O3']]"
SrCo0.4Fe0.6O3,"[['Sr(NO3)2', 'Fe(NO3)3', 'Co(NO3)2'], ['Sr(NO3)2', 'Fe(NO3)3', 'Co(NO3)2']]"
SrCo0.7Fe0.2Ta0.1O3,"[['SrCO3', 'Ta2O5', 'Co3O4', 'Fe2O3']]"
SrCo0.85Fe0.15O3,"[['Fe2O3', 'SrCoO3', 'Co3O4']]"
SrCo0.85Fe0.1O3,"[['Fe2O3', 'SrCoO3', 'Co3O4']]"
SrCo0.85Fe0.1P0.05O3,"[['Fe2O3', 'SrCoO3', 'NH4H2PO4', 'Co3O4']]"
SrCo0.8Fe0.1Ga0.1O3,"[['Sr(NO3)2', 'Fe(NO3)3', 'Co(NO3)2', 'Ga(NO3)3']]"
SrCo0.8Fe0.2O3,"[['SrCO3', 'Fe2O3', 'Co3O4'], ['SrCO3', 'Co2O3', 'Fe2O3'], ['SrCO3', 'Co2O3', 'Fe2O3'], ['SrCO3', 'Co3O4', 'Fe2O3'], ['SrCO3', 'Co2O3', 'Fe2O3'], ['SrCO3', 'Fe2O3', 'Co2O3'], ['SrCO3', 'Fe2O3', 'Co2O3'], ['SrCO3', 'Fe2O3', 'Co2O3'], ['SrCO3', 'Co2O3', 'Fe2O3'], ['SrCO3', 'Co3O4', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3']]"
SrCo0.9Nb0.1O3,"[['SrCO3', 'Co2O3', 'Nb2O5']]"
SrCo2Ti2Fe8O19,"[['SrCO3', 'TiO2', 'Co2O3', 'Fe2O3']]"
SrCo2V2O8,"[['SrCO3', 'V2O5', 'CoC2O4.2H2O']]"
SrCoFeO,"[['SrCO3', 'Co(NO3)2', 'Fe2O3']]"
SrCoO,[['SrCoO2.5']]
SrCoO2.5,"[['SrCO3', 'Co3O4']]"
SrCoO3,"[['SrCoO2.5'], ['SrCO3', 'Co3O4'], ['SrCO3', 'Co3O4']]"
SrCoO3.0,"[['SrCO3', 'Co3O4']]"
SrCrO2H,"[['SrH2', 'Cr2O3']]"
SrCrO4,"[['SrCO3', 'Cr2O3'], ['SrCO3', 'Cr2O3'], ['SrCO3', 'Cr2O3']]"
SrCu2(BO3)2,"[['Sr(NO3)2', 'B2O3', 'Cu'], ['SrCO3', 'CuO', 'B2O3']]"
SrCu2O2,"[['Sr(OH)2', 'Cu2O'], ['SrCO3', 'Cu2O'], ['SrCO3', 'Cu2O'], ['CuO', 'SrCO3'], ['CuO', 'SrCO3']]"
SrCu2O3,"[['CuO', 'SrCuO2']]"
SrCu3Sn4O12,"[['SrCO3', 'CuO', 'SnO2'], ['SrCO3', 'CuO', 'SnO2'], ['SrCO3', 'CuO', 'SnO2'], ['SrCO3', 'CuO', 'SnO2'], ['SrCO3', 'CuO', 'SnO2'], ['SrCO3', 'CuO', 'SnO2']]"
SrCuO2,"[['SrCO3', 'CuO'], ['SrCO3', 'CuO'], ['SrCO3', 'CuO'], ['SrCO3', 'CuO'], ['SrCO3', 'CuO']]"
SrCuP2O7,"[['SrCO3', 'CuO', 'NH4H2PO4']]"
SrCuSi4O10,"[['SrCO3', 'SiO2', 'CuO']]"
SrFe0.2Co0.8O,"[['SrCO3', 'Co(NO3)2', 'Fe2O3']]"
SrFe0.5Nb0.5O3,"[['SrCO3', 'Nb2O5', 'Fe2O3']]"
SrFe0.67Ta0.33O3,"[['SrCO3', 'Ta2O5', 'Fe2O3']]"
SrFe0.7Cu0.3O3,"[['SrCO3', 'CuO', 'Fe2O3'], ['SrCO3', 'CuO', 'Fe2O3']]"
SrFe0.8Co0.2O3,"[['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3']]"
SrFe0.8Mo0.2O3,"[['SrCO3', 'Fe2O3', 'MoO3']]"
SrFe0.9Nb0.1O3,"[['SrCO3', 'Nb2O5', 'Fe2O3']]"
SrFe1.375Co0.375O,"[['SrCO3', 'CoCO3', 'Fe2O3'], ['SrCO3', 'CoCO3', 'Fe2O3']]"
SrFe12O19,"[['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe(NO3)3'], ['SrCO3', 'Fe(NO3)3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3']]"
SrFe2(PO4)2,"[['Fe', 'Sr3(PO4)2', 'FePO4'], ['Fe', 'Sr3(PO4)2', 'FePO4']]"
SrFe2O4,"[['SrCO3', 'Fe(NO3)3']]"
SrFe3O(PO4)3,"[['SrCO3', '(NH4)2HPO4', 'Fe2O3']]"
SrFeAsF,"[['SrAs', 'SrF2', 'FeAs', 'Fe']]"
SrFeCo0.5O,"[['Co3O4', 'SrCO3', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'CoCO3', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Co(NO3)2', 'Fe2O3'], ['SrCO3', 'Fe2O3', 'Co(NO3)2'], ['SrCO3', 'CoCO3', 'Fe2O3']]"
SrFeCo0.5O3,"[['SrCO3', 'Fe2O3', 'Co2O3']]"
SrFeCu0.2O,"[['SrCO3', 'CuO', 'Fe2O3']]"
SrFeGa0.25O3,"[['SrCO3', 'Ga2O3', 'Fe2O3']]"
SrFeO,"[['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['Sr(NO3)2', 'Fe2O3'], ['SrCO3', 'Fe2O3']]"
SrFeO2,"[['SrFeO2.875'], ['SrCO3', 'Fe2O3']]"
SrFeO2.5,"[['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3']]"
SrFeO3,"[['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrO2', 'Fe'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3'], ['SrCO3', 'Fe2O3']]"
SrFeO3.0,"[['SrCO3', 'Fe2O3']]"
SrGa2O4,"[['SrCO3', 'Ga2O3']]"
SrGe0.1Co0.8Fe0.1O3,"[['SrCO3', 'GeO2', 'Co3O4', 'Fe2O3']]"
SrHfO3,"[['SrCO3', 'HfO2'], ['SrCO3', 'HfO2']]"
SrHo0.01Gd0.99Ga3O7,"[['SrCO3', 'Gd2O3', 'Ga2O3', 'Ho2O3']]"
SrIn2O4,"[['SrCO3', 'In2O3']]"
SrIrO3,"[['SrCO3', 'Ir']]"
SrKFeWO6,"[['SrCO3', 'Fe2O3', 'K2CO3', 'WO3']]"
SrLaCoO4,"[['SrCO3', 'La2O3', 'Co3O4'], ['SrCO3', 'La2O3', 'Co2O3']]"
SrLaCu0.5Ru0.5O4,"[['CuO', 'RuO2', 'La2O3', 'SrCO3']]"
SrLaMnRuO6,"[['SrCO3', 'La2O3', 'RuO2', 'MnO2']]"
SrLaMnSbO6,"[['SrCO3', 'MnC2O4', 'La2O3', 'Sb2O3']]"
SrLiB9O15,"[['SrCO3', 'Li2CO3', 'H3BO3'], ['SrCO3', 'Li2CO3', 'H3BO3']]"
SrMg(SiO3)2,"[['SrCO3', 'MgO', 'SiO2']]"
SrMg2Rh6O12,"[['SrCO3', 'MgO', 'Rh2O3']]"
SrMgF4,"[['SrF2', 'MgF2']]"
SrMn0.5Nb0.5O3,"[['SrCO3', 'Nb2O5', 'MnO2']]"
SrMn2V2O8,"[['MnO', 'SrV2O6']]"
SrMnBi2,"[['Bi', 'Mn', 'Sr']]"
SrMnO,[['SrMnO3']]
SrMnO2.58,"[['SrCO3', 'MnCO3']]"
SrMnO3,"[['SrCO3', 'Mn2O3'], ['Sr(NO3)2', 'Mn(NO3)2'], ['SrCO3', 'Mn2O3'], ['Sr(NO3)2', 'Mn(CH3COO)2'], ['MnO2', 'SrO']]"
SrMoO4,"[['SrCO3', 'MoO3'], ['SrCO3', 'MoO3']]"
SrNb0.1Co0.9O3,"[['SrCO3', 'Nb2O5', 'Co2O3']]"
SrNb0.1Fe0.9O3,"[['SrCO3', 'Nb2O5', 'Fe2O3']]"
SrNb2O6,"[['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5']]"
SrNb8O14,"[['SrCO3', 'Nb2O5']]"
SrNbO3,"[['Sr5Nb4O15', 'Nb']]"
SrNbO3.5,"[['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5'], ['SrCO3', 'Nb2O5']]"
SrNi1.93Mg0.07V2O8,"[['SrCO3', 'MgO', 'V2O5', 'NiO']]"
SrNiO2.5,"[['SrCO3', 'NiO']]"
SrO.15Bi2O3.65B2O3,"[['SrCO3', 'Bi2O3', 'B2O3']]"
SrO.55Bi2O3.25B2O3,"[['SrCO3', 'Bi2O3', 'B2O3'], ['SrCO3', 'Bi2O3', 'B2O3']]"
SrOLa2O3Al2O3B2O3SiO2,"[['SrCO3', 'La2O3', 'Al2O3', 'SiO2', 'B2O3']]"
SrOsO3,"[['OsO2', 'SrO']]"
SrPbO3,"[['SrCO3', 'PbO']]"
SrPuO3,"[['SrCO3', 'PuO2']]"
SrRu0.5Mn0.5O3,"[['SrCO3', 'Ru', 'MnO2']]"
SrRu0.92O3,"[['SrCO3', 'RuO2']]"
SrRu2As2,"[['As', 'Ru', 'Sr']]"
SrRuO3,"[['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['RuO2', 'SrO'], ['SrCO3', 'RuO2'], ['SrO', 'RuO2'], ['SrO', 'RuO2'], ['SrCO3', 'RuO2'], ['RuO2', 'SrCO3'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2'], ['SrCO3', 'RuO2']]"
SrS,"[['SrCO3', 'CS2']]"
SrSb0.50Fe1.50(PO4)3,"[['SrCO3', 'NH4H2PO4', 'Sb2O3', 'Fe2O3']]"
SrSb2O6,"[['SrCO3', 'Sb2O3']]"
SrSc0.175Nb0.025Co0.8O3,"[['SrCO3', 'Nb2O5', 'Sc2O3', 'Co3O4']]"
SrSi2O2N2,"[['SrCO3', 'SiO2', 'Si3N4']]"
SrSi6N7.95O0.05,"[['SiO2', 'Si3N4', 'Sr3N2']]"
SrSiO3,"[['SrCO3', 'SiO2']]"
SrSn0.1Fe0.9O3,"[['SrCO3', 'SnO2', 'Fe(C2O4)']]"
SrSn0.2Fe0.8O3,"[['SrCO3', 'SnO2', 'Fe(C2O4)']]"
SrSnO3,"[['SrCO3', 'SnO2'], ['SnO2', 'SrCO3'], ['SrCO3', 'SnO2'], ['SrCO3', 'SnO2'], ['SrCO3', 'SnO2'], ['SrCO3', 'SnO2'], ['SrCO3', 'SnO2']]"
SrTa2O6,"[['SrCO3', 'Ta2O5']]"
SrTaO3.5,"[['SrCO3', 'Ta2O5'], ['SrCO3', 'Ta2O5']]"
SrTeO3,"[['SrCO3', 'TeO2']]"
SrTi0.2Fe0.8O3,"[['SrCO3', 'TiO2', 'Fe2O3']]"
SrTi0.5Fe0.5O3,"[['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3']]"
SrTi0.65Fe0.35O3,"[['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3']]"
SrTi0.95Fe0.05O3,"[['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3']]"
SrTi0.95Nb0.05O3,"[['SrCO3', 'Nb2O5', 'TiO2']]"
SrTi0.95Nb0.05O3.025,"[['SrCO3', 'Nb2O5', 'TiO2'], ['SrCO3', 'Nb2O5', 'TiO2']]"
SrTi0.99Fe0.01O3,"[['SrCO3', 'TiO2', 'Fe2O3'], ['SrCO3', 'TiO2', 'Fe2O3']]"
SrTi0.99Nb0.01O3,"[['SrCO3', 'Nb2O5', 'TiO2'], ['SrCO3', 'Nb2O5', 'TiO2']]"
SrTiO3,"[['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'Sr(NO3)2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['TiO2', 'SrO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['Sr(NO3)2', 'Ti(OC4H9)4', 'HOC(COOH)(CH2COOH)2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['TiO2', 'SrCO3'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['SrCO3', 'TiO2'], ['TiO2', 'SrCO3'], ['TiO2', 'SrCO3'], ['TiO2', 'SrCO3']]"
SrUO4,"[['SrCO3', 'U3O8']]"
SrV13O18,"[['Sr2V2O7', 'V2O3'], ['SrCO3', 'V2O5'], ['SrCO3', 'V2O5']]"
SrV2O6,"[['V2O5', 'Sr0.33V2O5'], ['V2O5', 'Sr0.33V2O5']]"
SrY2O4,"[['SrCO3', 'Y2O3'], ['SrCO3', 'Y2O3'], ['SrCO3', 'Y2O3']]"
SrYb2O4,"[['SrCO3', 'Yb2O3']]"
SrZnP2O7,"[['SrCO3', 'ZnO', 'NH4H2PO4']]"
SrZr(PO4)2,"[['SrCO3', 'ZrO2', 'NH4H2PO4'], ['SrCO3', 'ZrO2', 'NH4H2PO4']]"
SrZr0.2Ce0.8O3,"[['SrCO3', 'CeO2', 'ZrO2']]"
SrZr0.5Ce0.4Y0.1O3,"[['SrCO3', 'CeO2', 'ZrO2', 'Y2O3'], ['SrCO3', 'CeO2', 'ZrO2', 'Y2O3']]"
SrZr0.95Y0.05O3,"[['SrCO3', 'Y2O3', 'ZrO2']]"
SrZr0.99Fe0.01O3,"[['SrCO3', 'ZrO2', 'Fe2O3']]"
SrZr0.9Dy0.1O3,"[['SrCO3', 'ZrO2', 'Dy2O3']]"
SrZr0.9Y0.1O2.95,"[['SrCO3', 'Y2O3', 'ZrO2'], ['SrCO3', 'Y2O3', 'ZrO2']]"
SrZr0.9Y0.1O3,"[['SrCO3', 'Y2O3', 'ZrO2'], ['SrCO3', 'ZrO2', 'Y2O3'], ['SrCO3', 'ZrO2', 'Y2O3'], ['SrCO3', 'ZrO2', 'Y2O3']]"
SrZrO3,"[['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['SrCO3', 'ZrO2'], ['ZrO2', 'SrO']]"
Ta2AlC,"[['Al', 'Ta', 'C']]"
